photo_readiness_rank,photo_review_readiness_bucket,manual_action_group,source_tier,scope_id,league_id,team_id,team_name,player_name,operator_verify_required,source_domain,source_candidate_url,candidate_action_row_ref,candidate_action_file,source_priority_row_ref,source_priority_file,triage_row_ref,triage_file,candidate_entity_id,linked_queue_bucket,render_readiness,photo_asset_blocker,future_download_intake_status,next_manual_action,download_approved,source_url,entity_id,rights_class,identity_confidence,intended_review_only_use,operator_decision,operator_notes,review_only,approval_state_change,candidate_state_change,asset_downloads,headshot_writes,approved_marker_writes,publish_ready,auto_approval,auto_publish,move_files,paid_apis
56,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,real_madrid_cf,Real Madrid CF,,no,ligaf.es,https://ligaf.es/equipo/real-madrid-femenino/12364/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=80,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=80,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,real_madrid_cf,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
57,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,real_sociedad,Real Sociedad,,no,ligaf.es,https://ligaf.es/equipo/real-sociedad-futbol-femenino/8843/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=81,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=81,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,real_sociedad,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
58,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,sd_eibar,SD Eibar,,no,ligaf.es,https://ligaf.es/equipo/eibar-femenino/66085/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=82,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=82,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,sd_eibar,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
59,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,liga_f_spain,sevilla_fc,Sevilla FC,,no,ligaf.es,https://ligaf.es/equipo/sevilla-fc-femenino-esp/12280/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=83,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=83,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,sevilla_fc,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
60,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,1_fc_k_ln_women,1. FC Köln Women,,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-koeln-39074,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=84,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=84,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,1_fc_k_ln_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
61,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,1_fc_n_rnberg_women,1. FC Nürnberg Women,,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-nuernberg-29267,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=85,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=85,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,1_fc_n_rnberg_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
62,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,bayer_04_leverkusen_women,Bayer 04 Leverkusen Women,,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/bayer-04-leverkusen-21515,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=86,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=86,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,bayer_04_leverkusen_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
63,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,eintracht_frankfurt_women,Eintracht Frankfurt Women,,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/eintracht-frankfurt-31426,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=87,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=87,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,eintracht_frankfurt_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
64,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,fc_bayern_munich_women,FC Bayern Munich Women,,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/bayern-muenchen-208,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=88,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=88,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,fc_bayern_munich_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
65,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,fc_carl_zeiss_jena_women,FC Carl Zeiss Jena Women,,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/fc-carl-zeiss-jena-2237862,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=89,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=89,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,fc_carl_zeiss_jena_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
66,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,rb_leipzig_women,RB Leipzig Women,,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/rb-leipzig-2237175,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=90,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=90,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,rb_leipzig_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
67,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,sgs_essen,SGS Essen,,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/sgs-essen,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=91,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=91,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,sgs_essen,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
68,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,sv_werder_bremen_women,SV Werder Bremen Women,,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/sv-werder-bremen-29374,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=92,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=92,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,sv_werder_bremen_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
69,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,union_berlin_women,Union Berlin Women,,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-union-berlin-29398,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=93,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=93,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,union_berlin_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
70,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,vfl_wolfsburg_women,VfL Wolfsburg Women,,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/vfl-wolfsburg-2085,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=94,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=94,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,vfl_wolfsburg_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
71,future_quarantine_download_intake_prep,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,serie_a_women_italy,fc_internazionale_women,FC Internazionale Women,,no,inter.it,https://www.inter.it/en/teams/inter-women,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=95,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=95,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,fc_internazionale_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Prepare future human-edited quarantine-download intake only; generated row does not authorize any download.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
72,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,hamburger_sv_women,Hamburger SV Women,,yes,hsv.de,https://www.hsv.de/profis/team-hsv-frauen/kader-hsv-frauen,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=3,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=32,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,hamburger_sv_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
73,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,sc_freiburg_women,SC Freiburg Women,,yes,scfreiburg.com,https://www.scfreiburg.com/frauen,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=4,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=33,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,sc_freiburg_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
74,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,tsg_hoffenheim_women,TSG Hoffenheim Women,,yes,tsg-hoffenheim.de,https://www.tsg-hoffenheim.de/teams/frauen/bundesliga/team,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=5,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=34,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,tsg_hoffenheim_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
75,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,serie_a_women_italy,ac_milan_women,AC Milan Women,,yes,acmilan.com,https://www.acmilan.com/en/teams/women-first-team/all,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=6,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=35,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,ac_milan_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
76,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,serie_a_women_italy,as_roma_women,AS Roma Women,,yes,asroma.com,https://www.asroma.com/en/women/players-and-staff,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=7,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=36,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,as_roma_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
77,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,serie_a_women_italy,como_women,Como Women,,yes,comowomen.com,https://comowomen.com/en/team-and-staff,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=37,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,como_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
78,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,serie_a_women_italy,fiorentina_women,Fiorentina Women,,yes,acffiorentina.com,https://www.acffiorentina.com/en/fiorentina-women,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=38,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,fiorentina_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
79,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,serie_a_women_italy,genoa_women,Genoa Women,,yes,genoacfc.it,https://genoacfc.it/prima-squadra-femminile/,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=39,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,genoa_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
80,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,serie_a_women_italy,juventus_women,Juventus Women,,yes,juventus.com,https://www.juventus.com/en/teams/first-team-women/squad/,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=40,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,juventus_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
81,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,serie_a_women_italy,lazio_women,Lazio Women,,yes,sslazio.it,https://www.sslazio.it/it/team/lazio-prima-squadra-femminile/squadra,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=12,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=41,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,lazio_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
82,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,serie_a_women_italy,napoli_femminile,Napoli Femminile,,yes,napolifemminile.it,https://napolifemminile.it/rosa/,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=13,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=42,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,napoli_femminile,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
