worksheet_order,worksheet_section,sport_family,sport_label,asset_domain,display_name,candidate_id,review_state,first_action_bucket,source_verification_bucket,missing_local_candidate_asset,download_law_status,download_approved,download_source_url,download_entity_id,rights_class,identity_confidence,intended_review_only_use,quarantine_folder,future_download_required_fields,source_to_open,board_to_open,contact_sheet_to_open,intake_to_fill,intake_row_key,fields_mike_can_fill_now,fields_that_must_stay_blank,fields_that_must_remain_hold,operator_source_reviewed,operator_source_allowed_for_review_only,operator_identity_match,operator_rights_reviewed,operator_decision,source_url_to_record,operator_notes,reviewed_by,reviewed_at_local,local_asset_present,local_asset_needed_later,do_not_touch,guardrail_note
ND01,athlete_source_only_review,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_league_player_index,boston_fleet_league_player_index_candidate_03,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://www.thepwhl.com/en/stats/player-stats,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/boston_fleet.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,sport_family=womens_hockey; entity_id=boston_fleet; candidate_id=boston_fleet_league_player_index_candidate_03,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND46,athlete_source_only_review,softball,Softball,athlete_photo,operator_add_player_from_league_player_index,portland_cascade_league_player_index_candidate_03,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://theausl.com/players/,data/asset_registry/softball/athlete_photo_contact_sheets/portland_cascade.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,sport_family=softball; entity_id=portland_cascade; candidate_id=portland_cascade_league_player_index_candidate_03,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND47,athlete_source_only_review,softball,Softball,athlete_photo,operator_add_player_from_team_roster,portland_cascade_roster_source_candidate_01,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://theausl.com/cascade/roster,data/asset_registry/softball/athlete_photo_contact_sheets/portland_cascade.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,sport_family=softball; entity_id=portland_cascade; candidate_id=portland_cascade_roster_source_candidate_01,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND48,athlete_source_only_review,softball,Softball,athlete_photo,operator_add_player_from_team_profile_source,portland_cascade_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://theausl.com/cascade/,data/asset_registry/softball/athlete_photo_contact_sheets/portland_cascade.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,sport_family=softball; entity_id=portland_cascade; candidate_id=portland_cascade_team_profile_source_candidate_02,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND49,athlete_source_only_review,softball,Softball,athlete_photo,operator_add_player_from_league_player_index,texas_volts_league_player_index_candidate_03,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://theausl.com/players/,data/asset_registry/softball/athlete_photo_contact_sheets/texas_volts.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,sport_family=softball; entity_id=texas_volts; candidate_id=texas_volts_league_player_index_candidate_03,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND50,athlete_source_only_review,softball,Softball,athlete_photo,operator_add_player_from_team_roster,texas_volts_roster_source_candidate_01,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://theausl.com/volts/roster,data/asset_registry/softball/athlete_photo_contact_sheets/texas_volts.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,sport_family=softball; entity_id=texas_volts; candidate_id=texas_volts_roster_source_candidate_01,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND51,athlete_source_only_review,softball,Softball,athlete_photo,operator_add_player_from_team_profile_source,texas_volts_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://theausl.com/volts/,data/asset_registry/softball/athlete_photo_contact_sheets/texas_volts.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,sport_family=softball; entity_id=texas_volts; candidate_id=texas_volts_team_profile_source_candidate_02,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND52,athlete_source_only_review,softball,Softball,athlete_photo,operator_add_player_from_league_player_index,utah_talons_league_player_index_candidate_03,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://theausl.com/players/,data/asset_registry/softball/athlete_photo_contact_sheets/utah_talons.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,sport_family=softball; entity_id=utah_talons; candidate_id=utah_talons_league_player_index_candidate_03,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND53,athlete_source_only_review,softball,Softball,athlete_photo,operator_add_player_from_team_roster,utah_talons_roster_source_candidate_01,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://theausl.com/talons/roster,data/asset_registry/softball/athlete_photo_contact_sheets/utah_talons.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,sport_family=softball; entity_id=utah_talons; candidate_id=utah_talons_roster_source_candidate_01,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND54,athlete_source_only_review,softball,Softball,athlete_photo,operator_add_player_from_team_profile_source,utah_talons_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,1_source_verification,official_league_or_team_source_manual_verify,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://theausl.com/talons/,data/asset_registry/softball/athlete_photo_contact_sheets/utah_talons.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,sport_family=softball; entity_id=utah_talons; candidate_id=utah_talons_team_profile_source_candidate_02,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path until named athlete evidence and a local candidate asset exist,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND55,logo_wait_for_local_asset_after_source_review,womens_hockey,Women's Hockey,logo,Boston Fleet,primary_logo,source_candidate_only_local_logo_missing,2_missing_local_candidate_asset,source_reviewed_waiting_for_local_asset,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://www.thepwhl.com/en/teams/boston-fleet,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,sport_family=womens_hockey; entity_id=boston_fleet; candidate_id=primary_logo,"none; source and identity are already recorded in the logo intake, so wait for a manually supplied local logo asset before any approval-state review",generated worksheet cells stay blank; do not restamp reviewed_by/reviewed_at_local unless Mike is correcting the logo intake after reopening the source,registry_action=hold_no_registry_state_change_until_local_logo_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,local logo files; approval_status; registry_action; publish_ready; auto_approval; auto_publish; move_files; paid_apis; asset_downloads,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND56,logo_wait_for_local_asset_after_source_review,womens_hockey,Women's Hockey,logo,PWHL Detroit,primary_logo,source_candidate_only_local_logo_missing,2_missing_local_candidate_asset,source_reviewed_waiting_for_local_asset,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://www.thepwhl.com/en/teams/detroit,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,sport_family=womens_hockey; entity_id=detroit; candidate_id=primary_logo,"none; source and identity are already recorded in the logo intake, so wait for a manually supplied local logo asset before any approval-state review",generated worksheet cells stay blank; do not restamp reviewed_by/reviewed_at_local unless Mike is correcting the logo intake after reopening the source,registry_action=hold_no_registry_state_change_until_local_logo_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,local logo files; approval_status; registry_action; publish_ready; auto_approval; auto_publish; move_files; paid_apis; asset_downloads,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND57,logo_wait_for_local_asset_after_source_review,womens_hockey,Women's Hockey,logo,PWHL Hamilton,primary_logo,source_candidate_only_local_logo_missing,2_missing_local_candidate_asset,source_reviewed_waiting_for_local_asset,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://www.thepwhl.com/en/teams/hamilton,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,sport_family=womens_hockey; entity_id=hamilton; candidate_id=primary_logo,"none; source and identity are already recorded in the logo intake, so wait for a manually supplied local logo asset before any approval-state review",generated worksheet cells stay blank; do not restamp reviewed_by/reviewed_at_local unless Mike is correcting the logo intake after reopening the source,registry_action=hold_no_registry_state_change_until_local_logo_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,local logo files; approval_status; registry_action; publish_ready; auto_approval; auto_publish; move_files; paid_apis; asset_downloads,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND58,logo_wait_for_local_asset_after_source_review,womens_hockey,Women's Hockey,logo,PWHL Las Vegas,primary_logo,source_candidate_only_local_logo_missing,2_missing_local_candidate_asset,source_reviewed_waiting_for_local_asset,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://www.thepwhl.com/en/teams/las-vegas,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,sport_family=womens_hockey; entity_id=las_vegas; candidate_id=primary_logo,"none; source and identity are already recorded in the logo intake, so wait for a manually supplied local logo asset before any approval-state review",generated worksheet cells stay blank; do not restamp reviewed_by/reviewed_at_local unless Mike is correcting the logo intake after reopening the source,registry_action=hold_no_registry_state_change_until_local_logo_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,local logo files; approval_status; registry_action; publish_ready; auto_approval; auto_publish; move_files; paid_apis; asset_downloads,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND59,logo_wait_for_local_asset_after_source_review,womens_hockey,Women's Hockey,logo,Minnesota Frost,primary_logo,source_candidate_only_local_logo_missing,2_missing_local_candidate_asset,source_reviewed_waiting_for_local_asset,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://www.thepwhl.com/en/teams/minnesota-frost,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,sport_family=womens_hockey; entity_id=minnesota_frost; candidate_id=primary_logo,"none; source and identity are already recorded in the logo intake, so wait for a manually supplied local logo asset before any approval-state review",generated worksheet cells stay blank; do not restamp reviewed_by/reviewed_at_local unless Mike is correcting the logo intake after reopening the source,registry_action=hold_no_registry_state_change_until_local_logo_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,local logo files; approval_status; registry_action; publish_ready; auto_approval; auto_publish; move_files; paid_apis; asset_downloads,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND60,logo_wait_for_local_asset_after_source_review,womens_hockey,Women's Hockey,logo,Montreal Victoire,primary_logo,source_candidate_only_local_logo_missing,2_missing_local_candidate_asset,source_reviewed_waiting_for_local_asset,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://www.thepwhl.com/en/teams/montreal-victoire,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,sport_family=womens_hockey; entity_id=montreal_victoire; candidate_id=primary_logo,"none; source and identity are already recorded in the logo intake, so wait for a manually supplied local logo asset before any approval-state review",generated worksheet cells stay blank; do not restamp reviewed_by/reviewed_at_local unless Mike is correcting the logo intake after reopening the source,registry_action=hold_no_registry_state_change_until_local_logo_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,local logo files; approval_status; registry_action; publish_ready; auto_approval; auto_publish; move_files; paid_apis; asset_downloads,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND61,logo_wait_for_local_asset_after_source_review,womens_hockey,Women's Hockey,logo,New York Sirens,primary_logo,source_candidate_only_local_logo_missing,2_missing_local_candidate_asset,source_reviewed_waiting_for_local_asset,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://www.thepwhl.com/en/teams/new-york-sirens,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,sport_family=womens_hockey; entity_id=new_york_sirens; candidate_id=primary_logo,"none; source and identity are already recorded in the logo intake, so wait for a manually supplied local logo asset before any approval-state review",generated worksheet cells stay blank; do not restamp reviewed_by/reviewed_at_local unless Mike is correcting the logo intake after reopening the source,registry_action=hold_no_registry_state_change_until_local_logo_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,local logo files; approval_status; registry_action; publish_ready; auto_approval; auto_publish; move_files; paid_apis; asset_downloads,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND62,logo_wait_for_local_asset_after_source_review,womens_hockey,Women's Hockey,logo,Ottawa Charge,primary_logo,source_candidate_only_local_logo_missing,2_missing_local_candidate_asset,source_reviewed_waiting_for_local_asset,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://www.thepwhl.com/en/teams/ottawa-charge,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,sport_family=womens_hockey; entity_id=ottawa_charge; candidate_id=primary_logo,"none; source and identity are already recorded in the logo intake, so wait for a manually supplied local logo asset before any approval-state review",generated worksheet cells stay blank; do not restamp reviewed_by/reviewed_at_local unless Mike is correcting the logo intake after reopening the source,registry_action=hold_no_registry_state_change_until_local_logo_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,local logo files; approval_status; registry_action; publish_ready; auto_approval; auto_publish; move_files; paid_apis; asset_downloads,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND63,logo_wait_for_local_asset_after_source_review,womens_hockey,Women's Hockey,logo,Professional Women's Hockey League,league_mark,source_candidate_only_local_logo_missing,2_missing_local_candidate_asset,source_reviewed_waiting_for_local_asset,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://www.thepwhl.com/en/,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,sport_family=womens_hockey; entity_id=pwhl; candidate_id=league_mark,"none; source and identity are already recorded in the logo intake, so wait for a manually supplied local logo asset before any approval-state review",generated worksheet cells stay blank; do not restamp reviewed_by/reviewed_at_local unless Mike is correcting the logo intake after reopening the source,registry_action=hold_no_registry_state_change_until_local_logo_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,local logo files; approval_status; registry_action; publish_ready; auto_approval; auto_publish; move_files; paid_apis; asset_downloads,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
ND64,logo_wait_for_local_asset_after_source_review,womens_hockey,Women's Hockey,logo,PWHL San Jose,primary_logo,source_candidate_only_local_logo_missing,2_missing_local_candidate_asset,source_reviewed_waiting_for_local_asset,yes,future_quarantine_download_intake_required,no,,,,,,data/assets/quarantine/review_only_candidates,download_approved|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use,https://www.thepwhl.com/en/teams/san-jose,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.md,data/asset_registry/womens_hockey/womens_hockey_logo_contact_sheet.csv,data/asset_registry/womens_hockey/womens_hockey_logo_review_intake.csv,sport_family=womens_hockey; entity_id=san_jose; candidate_id=primary_logo,"none; source and identity are already recorded in the logo intake, so wait for a manually supplied local logo asset before any approval-state review",generated worksheet cells stay blank; do not restamp reviewed_by/reviewed_at_local unless Mike is correcting the logo intake after reopening the source,registry_action=hold_no_registry_state_change_until_local_logo_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,,,,,,,,,,no,yes,local logo files; approval_status; registry_action; publish_ready; auto_approval; auto_publish; move_files; paid_apis; asset_downloads,review-only worksheet; generated human-decision cells are blank; no downloads; no approval-state changes; no headshot or marker writes
